-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
autograd::engine::evaluate_function: ConvolutionBack...         1.32%       8.653ms        19.24%     126.589ms     195.353us       0.000us         0.00%      94.700ms     146.142us           648  
                                   ConvolutionBackward0         0.55%       3.605ms        17.66%     116.163ms     179.264us       0.000us         0.00%      94.361ms     145.619us           648  
                             aten::convolution_backward        10.82%      71.207ms        17.11%     112.558ms     173.701us      92.836ms        42.07%      94.361ms     145.619us           648  
                                           aten::conv2d         0.34%       2.245ms        13.03%      85.746ms     132.324us       0.000us         0.00%      29.920ms      46.173us           648  
                                      aten::convolution         0.98%       6.440ms        12.69%      83.501ms     128.860us       0.000us         0.00%      29.920ms      46.173us           648  
                                     aten::_convolution         0.89%       5.844ms        11.71%      77.061ms     118.921us       0.000us         0.00%      29.920ms      46.173us           648  
void at::native::(anonymous namespace)::conv_depthwi...         0.00%       0.000us         0.00%       0.000us       0.000us      24.368ms        11.04%      24.368ms     190.375us           128  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      21.048ms         9.54%      21.048ms       2.718us          7744  
                                aten::cudnn_convolution         7.02%      46.171ms         9.14%      60.148ms     115.669us      20.259ms         9.18%      20.259ms      38.960us           520  
autograd::engine::evaluate_function: CudnnBatchNormB...         0.73%       4.795ms         4.99%      32.816ms      83.714us       0.000us         0.00%      19.391ms      49.467us           392  
                                CudnnBatchNormBackward0         0.28%       1.819ms         4.26%      28.021ms      71.482us       0.000us         0.00%      19.391ms      49.467us           392  
                        aten::cudnn_batch_norm_backward         2.05%      13.498ms         3.98%      26.202ms      66.842us      19.391ms         8.79%      19.391ms      49.467us           392  
                                Optimizer.step#SGD.step         8.51%      56.011ms        28.45%     187.147ms      23.393ms       0.000us         0.00%      17.218ms       2.152ms             8  
                                             aten::add_         8.35%      54.937ms        15.25%     100.309ms      17.200us      13.375ms         6.06%      13.375ms       2.293us          5832  
                                       aten::batch_norm         0.14%     893.000us         5.71%      37.555ms      95.804us       0.000us         0.00%      13.040ms      33.265us           392  
                           aten::_batch_norm_impl_index         0.21%       1.386ms         5.57%      36.662ms      93.526us       0.000us         0.00%      13.040ms      33.265us           392  
                                 aten::cudnn_batch_norm         2.73%      17.969ms         5.36%      35.276ms      89.990us      13.040ms         5.91%      13.040ms      33.265us           392  
                                            aten::silu_         0.91%       6.005ms         3.80%      24.977ms      63.717us       5.799ms         2.63%      11.715ms      29.885us           392  
void cudnn::detail::dgrad_alg1_engine<float, 128, 5,...         0.00%       0.000us         0.00%       0.000us       0.000us      10.883ms         4.93%      10.883ms      48.585us           224  
