-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
autograd::engine::evaluate_function: ConvolutionBack...         0.77%       6.244ms        24.32%     198.282ms     467.646us       0.000us         0.00%     181.989ms     429.219us           424  
                                   ConvolutionBackward0         0.31%       2.514ms        23.16%     188.813ms     445.314us       0.000us         0.00%     180.047ms     424.639us           424  
                             aten::convolution_backward        10.44%      85.120ms        22.85%     186.299ms     439.384us     180.047ms        55.55%     180.047ms     424.639us           424  
                                           aten::conv2d         0.19%       1.516ms        10.00%      81.523ms     192.271us       0.000us         0.00%      57.058ms     134.571us           424  
                                      aten::convolution         0.50%       4.112ms         9.81%      80.007ms     188.696us       0.000us         0.00%      57.058ms     134.571us           424  
                                     aten::_convolution         0.33%       2.695ms         9.31%      75.895ms     178.998us       0.000us         0.00%      57.058ms     134.571us           424  
                                aten::cudnn_convolution         5.65%      46.084ms         8.98%      73.200ms     172.642us      57.058ms        17.60%      57.058ms     134.571us           424  
void wgrad_alg0_engine<float, 128, 5, 5, 3, 3, 3, fa...         0.00%       0.000us         0.00%       0.000us       0.000us      56.387ms        17.40%      56.387ms      21.958us          2568  
                               Optimizer.step#Adam.step        12.84%     104.634ms        41.32%     336.864ms      42.108ms       0.000us         0.00%      43.945ms       5.493ms             8  
void implicit_convolve_sgemm<float, float, 1024, 5, ...         0.00%       0.000us         0.00%       0.000us       0.000us      23.585ms         7.28%      23.585ms      10.237us          2304  
                                             aten::add_         6.60%      53.841ms        12.95%     105.554ms      18.505us      19.337ms         5.97%      19.337ms       3.390us          5704  
void wgrad_alg0_engine<float, 128, 6, 8, 3, 3, 5, fa...         0.00%       0.000us         0.00%       0.000us       0.000us      17.658ms         5.45%      17.658ms     157.661us           112  
void cudnn::cnn::wgrad_alg1_engine<float, float, 128...         0.00%       0.000us         0.00%       0.000us       0.000us      17.311ms         5.34%      17.311ms     113.888us           152  
            volta_scudnn_128x64_stridedB_interior_nn_v1         0.00%       0.000us         0.00%       0.000us       0.000us      16.405ms         5.06%      16.405ms      82.025us           200  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      15.876ms         4.90%      15.876ms       5.606us          2832  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      14.922ms         4.60%      14.922ms       3.846us          3880  
void cudnn::detail::dgrad_engine<float, 128, 6, 7, 3...         0.00%       0.000us         0.00%       0.000us       0.000us      14.380ms         4.44%      14.380ms      11.096us          1296  
                volta_scudnn_128x64_relu_interior_nn_v1         0.00%       0.000us         0.00%       0.000us       0.000us      11.702ms         3.61%      11.702ms      69.655us           168  
