-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
autograd::engine::evaluate_function: CudnnBatchNormB...         0.35%      80.374ms        41.04%        9.356s       2.436ms       0.000us         0.00%        1.212s     315.679us          3840  
                        CudnnBatchNormBackwardBackward0         5.20%        1.186s        40.35%        9.197s       2.395ms       0.000us         0.00%        1.205s     313.679us          3840  
                                      aten::convolution         0.51%     116.189ms        11.51%        2.623s     150.670us       0.000us         0.00%     694.399ms      39.890us         17408  
                                     aten::_convolution         0.74%     169.697ms        11.00%        2.507s     143.996us       0.000us         0.00%     694.399ms      39.890us         17408  
                                              aten::sum        10.21%        2.328s        15.22%        3.470s      24.690us     670.293ms        20.28%     670.293ms       4.769us        140544  
autograd::engine::evaluate_function: ConvolutionBack...         0.75%     171.185ms         9.39%        2.140s     253.277us       0.000us         0.00%     645.034ms      76.353us          8448  
                                   ConvolutionBackward0         0.26%      58.944ms         7.75%        1.767s     209.192us       0.000us         0.00%     624.496ms      73.922us          8448  
                             aten::convolution_backward         4.39%        1.000s         7.49%        1.708s     202.215us     532.495ms        16.11%     624.496ms      73.922us          8448  
autograd::engine::evaluate_function: ConvolutionBack...         0.32%      71.848ms         9.88%        2.251s     586.268us       0.000us         0.00%     558.765ms     145.512us          3840  
                           ConvolutionBackwardBackward0         0.13%      30.558ms         9.26%        2.110s     549.496us       0.000us         0.00%     550.961ms     143.479us          3840  
                     aten::_convolution_double_backward         0.53%     121.060ms         9.12%        2.080s     541.538us       0.000us         0.00%     550.961ms     143.479us          3840  
                                aten::cudnn_convolution         6.03%        1.374s         7.84%        1.787s     131.739us     494.258ms        14.95%     494.258ms      36.428us         13568  
                                              aten::mul         9.72%        2.215s        15.53%        3.539s      20.789us     451.493ms        13.66%     451.493ms       2.652us        170240  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     431.887ms        13.07%     431.887ms       4.393us         98304  
void at::native::reduce_kernel<128, 4, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     238.406ms         7.21%     238.406ms       5.644us         42240  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     222.358ms         6.73%     222.358ms       3.341us         66560  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     216.704ms         6.56%     216.704ms       2.174us         99696  
void implicit_convolve_sgemm<float, float, 512, 6, 8...         0.00%       0.000us         0.00%       0.000us       0.000us     198.426ms         6.00%     198.426ms     155.020us          1280  
