-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
autograd::engine::evaluate_function: ConvolutionBack...         0.26%      50.865ms        21.61%        4.227s       1.270ms       0.000us         0.00%        9.218s       2.770ms          3328  
                                   ConvolutionBackward0         0.11%      20.693ms        20.32%        3.975s       1.194ms       0.000us         0.00%        9.090s       2.731ms          3328  
                             aten::convolution_backward         2.62%     512.373ms        20.22%        3.954s       1.188ms        8.457s        41.86%        9.090s       2.731ms          3328  
                                           aten::conv2d         0.06%      12.234ms        47.82%        9.352s       2.810ms       0.000us         0.00%        4.225s       1.270ms          3328  
                                      aten::convolution         0.17%      32.617ms        47.76%        9.340s       2.807ms       0.000us         0.00%        4.225s       1.270ms          3328  
                                     aten::_convolution         0.22%      43.760ms        47.59%        9.308s       2.797ms       0.000us         0.00%        4.225s       1.270ms          3328  
                                aten::cudnn_convolution         4.29%     838.667ms        41.89%        8.194s       2.462ms        2.944s        14.58%        2.944s     884.753us          3328  
void wgrad_alg0_engine<float, 512, 6, 5, 3, 3, 3, fa...         0.00%       0.000us         0.00%       0.000us       0.000us        1.998s         9.89%        1.998s       1.951ms          1024  
autograd::engine::evaluate_function: MaxPool2DWithIn...         0.02%       4.458ms         2.36%     461.065ms       1.201ms       0.000us         0.00%        1.912s       4.979ms           384  
                          MaxPool2DWithIndicesBackward0         0.01%       1.961ms         2.33%     456.607ms       1.189ms       0.000us         0.00%        1.912s       4.979ms           384  
                 aten::max_pool2d_with_indices_backward         0.04%       7.201ms         2.32%     454.646ms       1.184ms        1.596s         7.90%        1.912s       4.979ms           384  
     autograd::engine::evaluate_function: ReluBackward0         0.14%      27.480ms         2.74%     535.333ms     160.857us       0.000us         0.00%        1.862s     559.427us          3328  
                                          ReluBackward0         0.09%      16.750ms         2.60%     507.853ms     152.600us       0.000us         0.00%        1.862s     559.427us          3328  
                               aten::threshold_backward         0.30%      59.113ms         2.51%     491.103ms     147.567us        1.862s         9.22%        1.862s     559.427us          3328  
void at::native::(anonymous namespace)::max_pool_bac...         0.00%       0.000us         0.00%       0.000us       0.000us        1.596s         7.90%        1.596s       4.157ms           384  
                                             aten::add_         0.62%     120.993ms        12.84%        2.512s     223.620us        1.301s         6.44%        1.301s     115.848us         11232  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us        1.281s         6.34%        1.281s     384.828us          3328  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us        1.280s         6.34%        1.280s     384.519us          3328  
                                            aten::relu_         0.21%      41.630ms         6.18%        1.209s     363.360us       0.000us         0.00%        1.279s     384.295us          3328  
