-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
autograd::engine::evaluate_function: ConvolutionBack...         0.52%       6.302ms         6.68%      80.538ms     193.601us       0.000us         0.00%      63.688ms     153.096us           416  
                                   ConvolutionBackward0         0.22%       2.598ms         5.99%      72.176ms     173.500us       0.000us         0.00%      63.343ms     152.267us           416  
                             aten::convolution_backward         3.93%      47.367ms         5.78%      69.578ms     167.255us      63.343ms        20.64%      63.343ms     152.267us           416  
                  aten::fused_moving_avg_obs_fake_quant         0.24%       2.928ms        20.39%     245.660ms     198.113us       0.000us         0.00%      51.636ms      41.642us          1240  
                  aten::_fused_moving_avg_obs_fq_helper         2.92%      35.158ms        20.15%     242.732ms     195.752us       9.160ms         2.98%      51.636ms      41.642us          1240  
      autograd::engine::evaluate_function: DivBackward0         1.06%      12.761ms         7.74%      93.305ms     112.145us       0.000us         0.00%      49.117ms      59.035us           832  
                                           DivBackward0         0.66%       7.934ms         5.05%      60.785ms      73.059us       0.000us         0.00%      38.890ms      46.743us           832  
                                              aten::div         4.82%      58.061ms         7.42%      89.392ms      23.724us      34.331ms        11.19%      34.331ms       9.111us          3768  
                                              aten::mul         3.43%      41.339ms         5.46%      65.780ms      22.714us      31.788ms        10.36%      31.788ms      10.977us          2896  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us      29.611ms         9.65%      29.611ms      17.795us          1664  
                               Optimizer.step#Adam.step         8.89%     107.092ms        28.50%     343.315ms      42.914ms       0.000us         0.00%      24.024ms       3.003ms             8  
                                           aten::conv2d         0.13%       1.577ms         5.20%      62.685ms     150.685us       0.000us         0.00%      23.044ms      55.394us           416  
                                      aten::convolution         0.35%       4.187ms         5.07%      61.108ms     146.894us       0.000us         0.00%      23.044ms      55.394us           416  
                                     aten::_convolution         0.40%       4.843ms         4.72%      56.921ms     136.829us       0.000us         0.00%      23.044ms      55.394us           416  
autograd::engine::evaluate_function: FusedMovingAvgO...         0.82%       9.856ms         3.47%      41.848ms      33.968us       0.000us         0.00%      19.083ms      15.489us          1232  
                     FusedMovingAvgObsFqHelperBackward0         0.26%       3.190ms         2.66%      31.992ms      25.968us       0.000us         0.00%      19.083ms      15.489us          1232  
aten::fake_quantize_per_tensor_affine_cachemask_back...         0.15%       1.861ms         2.39%      28.802ms      23.378us       0.000us         0.00%      19.083ms      15.489us          1232  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us      19.083ms         6.22%      19.083ms      15.489us          1232  
