-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
autograd::engine::evaluate_function: ConvolutionBack...         0.12%       2.479ms        26.17%     559.446ms       3.497ms       0.000us         0.00%        1.058s       6.610ms           160  
                                   ConvolutionBackward0         0.05%       1.044ms        25.40%     543.034ms       3.394ms       0.000us         0.00%        1.016s       6.350ms           160  
                             aten::convolution_backward         1.13%      24.184ms        25.36%     541.990ms       3.387ms        1.016s        43.26%        1.016s       6.350ms           160  
                                           aten::conv2d         0.03%     626.000us        11.54%     246.729ms       1.542ms       0.000us         0.00%     595.861ms       3.724ms           160  
                                      aten::convolution         0.08%       1.731ms        11.51%     246.103ms       1.538ms       0.000us         0.00%     595.861ms       3.724ms           160  
                                     aten::_convolution         0.05%       1.128ms        11.43%     244.372ms       1.527ms       0.000us         0.00%     595.861ms       3.724ms           160  
                                aten::cudnn_convolution         2.90%      61.982ms        11.38%     243.244ms       1.520ms     595.861ms        25.37%     595.861ms       3.724ms           160  
                                   volta_sgemm_64x64_nt         0.00%       0.000us         0.00%       0.000us       0.000us     348.476ms        14.84%     348.476ms       1.980ms           176  
                                  volta_gcgemm_32x32_tn         0.00%       0.000us         0.00%       0.000us       0.000us     250.167ms        10.65%     250.167ms      72.386us          3456  
volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148...         0.00%       0.000us         0.00%       0.000us       0.000us     235.921ms        10.05%     235.921ms       3.686ms            64  
autograd::engine::evaluate_function: CudnnBatchNormB...         0.10%       2.099ms         5.13%     109.616ms     685.100us       0.000us         0.00%     225.651ms       1.410ms           160  
                                CudnnBatchNormBackward0         0.04%     795.000us         5.03%     107.517ms     671.981us       0.000us         0.00%     225.651ms       1.410ms           160  
                        aten::cudnn_batch_norm_backward         0.28%       5.956ms         4.99%     106.722ms     667.013us     225.651ms         9.61%     225.651ms       1.410ms           160  
                                       aten::batch_norm         0.02%     424.000us         3.39%      72.560ms     453.500us       0.000us         0.00%     141.321ms     883.256us           160  
                           aten::_batch_norm_impl_index         0.03%     582.000us         3.37%      72.136ms     450.850us       0.000us         0.00%     141.321ms     883.256us           160  
                                 aten::cudnn_batch_norm         0.37%       7.926ms         3.35%      71.554ms     447.212us     141.321ms         6.02%     141.321ms     883.256us           160  
     autograd::engine::evaluate_function: ReluBackward0         0.05%       1.103ms         3.69%      78.769ms     579.184us       0.000us         0.00%     103.989ms     764.625us           136  
                                          ReluBackward0         0.03%     695.000us         3.63%      77.666ms     571.074us       0.000us         0.00%     103.989ms     764.625us           136  
                               aten::threshold_backward         0.10%       2.173ms         3.60%      76.971ms     565.963us     103.989ms         4.43%     103.989ms     764.625us           136  
