-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
    autograd::engine::evaluate_function: AddmmBackward0         1.17%      15.413ms        11.86%     156.766ms     264.807us       0.000us         0.00%     258.359ms     436.417us           592  
                                         AddmmBackward0         0.79%      10.406ms         7.67%     101.431ms     171.336us       0.000us         0.00%     247.252ms     417.655us           592  
                                               aten::mm         3.42%      45.166ms         5.73%      75.756ms      63.983us     247.252ms        33.14%     247.252ms     208.828us          1184  
                               Optimizer.step#Adam.step        10.74%     142.084ms        34.40%     454.890ms      56.861ms       0.000us         0.00%     158.202ms      19.775ms             8  
                                           aten::linear         0.53%       6.958ms         6.44%      85.108ms     143.764us       0.000us         0.00%     133.734ms     225.902us           592  
                                            aten::addmm         3.00%      39.679ms         4.95%      65.396ms     110.466us     133.734ms        17.93%     133.734ms     225.902us           592  
                                  volta_sgemm_128x64_nt         0.00%       0.000us         0.00%       0.000us       0.000us     122.173ms        16.38%     122.173ms     209.200us           584  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      77.447ms        10.38%      77.447ms      13.502us          5736  
                                  volta_sgemm_128x64_tn         0.00%       0.000us         0.00%       0.000us       0.000us      74.081ms         9.93%      74.081ms     154.335us           480  
                                  volta_sgemm_128x64_nn         0.00%       0.000us         0.00%       0.000us       0.000us      65.136ms         8.73%      65.136ms     339.250us           192  
                                 volta_sgemm_128x128_nn         0.00%       0.000us         0.00%       0.000us       0.000us      59.890ms         8.03%      59.890ms     152.781us           392  
                                 volta_sgemm_128x128_tn         0.00%       0.000us         0.00%       0.000us       0.000us      53.213ms         7.13%      53.213ms     511.663us           104  
                                             aten::add_         4.71%      62.220ms         9.39%     124.106ms      19.587us      52.643ms         7.06%      52.643ms       8.309us          6336  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      49.279ms         6.61%      49.279ms       9.249us          5328  
                                              aten::add         3.62%      47.805ms         5.67%      75.020ms      25.345us      39.867ms         5.34%      39.867ms      13.469us          2960  
                                             aten::mul_         2.44%      32.212ms         4.40%      58.176ms      18.364us      30.478ms         4.09%      30.478ms       9.621us          3168  
                                              aten::div         3.75%      49.635ms         5.79%      76.615ms      26.166us      28.791ms         3.86%      28.791ms       9.833us          2928  
                                         aten::addcdiv_         1.26%      16.642ms         2.28%      30.170ms      19.047us      28.347ms         3.80%      28.347ms      17.896us          1584  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      28.347ms         3.80%      28.347ms      17.896us          1584  
