-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
autograd::engine::evaluate_function: ConvolutionBack...         0.79%      16.556ms        18.51%     387.328ms     345.829us       0.000us         0.00%        1.304s       1.164ms          1120  
                                   ConvolutionBackward0         0.32%       6.649ms        17.43%     364.880ms     325.786us       0.000us         0.00%        1.278s       1.141ms          1120  
                             aten::convolution_backward         9.00%     188.282ms        17.12%     358.231ms     319.849us        1.275s        48.05%        1.278s       1.141ms          1120  
                                           aten::conv2d         0.17%       3.471ms         8.75%     183.039ms     163.428us       0.000us         0.00%     793.085ms     708.112us          1120  
                                      aten::convolution         0.48%      10.090ms         8.58%     179.568ms     160.329us       0.000us         0.00%     793.085ms     708.112us          1120  
                                     aten::_convolution         0.41%       8.614ms         8.10%     169.478ms     151.320us       0.000us         0.00%     793.085ms     708.112us          1120  
                                aten::cudnn_convolution         5.07%     106.170ms         7.25%     151.658ms     135.409us     792.157ms        29.85%     792.157ms     707.283us          1120  
void cudnn::ops::genericTranspose_kernel<float, floa...         0.00%       0.000us         0.00%       0.000us       0.000us     700.966ms        26.42%     700.966ms       1.511ms           464  
void wgrad_alg0_engine<float, 512, 6, 5, 3, 3, 3, fa...         0.00%       0.000us         0.00%       0.000us       0.000us     306.150ms        11.54%     306.150ms     111.246us          2752  
void cudnn::detail::dgrad_alg1_engine<float, 512, 6,...         0.00%       0.000us         0.00%       0.000us       0.000us     200.740ms         7.56%     200.740ms      99.970us          2008  
                   volta_scudnn_128x32_relu_small_nn_v1         0.00%       0.000us         0.00%       0.000us       0.000us     200.347ms         7.55%     200.347ms      80.785us          2480  
autograd::engine::evaluate_function: CudnnBatchNormB...         0.46%       9.682ms         3.11%      65.192ms      94.756us       0.000us         0.00%     155.639ms     226.219us           688  
                                CudnnBatchNormBackward0         0.17%       3.481ms         2.65%      55.510ms      80.683us       0.000us         0.00%     155.639ms     226.219us           688  
                        aten::cudnn_batch_norm_backward         1.15%      24.129ms         2.49%      52.029ms      75.624us     155.639ms         5.87%     155.639ms     226.219us           688  
void wgrad_alg0_engine<float, 128, 6, 8, 3, 3, 5, fa...         0.00%       0.000us         0.00%       0.000us       0.000us     142.180ms         5.36%     142.180ms     480.338us           296  
void cudnn::bn_bw_1C11_kernel_new<float, float, floa...         0.00%       0.000us         0.00%       0.000us       0.000us     103.756ms         3.91%     103.756ms     182.669us           568  
                                       aten::batch_norm         0.07%       1.453ms         2.76%      57.785ms      83.990us       0.000us         0.00%      97.526ms     141.753us           688  
                           aten::_batch_norm_impl_index         0.10%       2.182ms         2.69%      56.332ms      81.878us       0.000us         0.00%      97.526ms     141.753us           688  
