-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
autograd::engine::evaluate_function: ConvolutionBack...         0.86%      12.003ms        15.99%     223.109ms     232.405us       0.000us         0.00%     152.425ms     158.776us           960  
                                   ConvolutionBackward0         0.41%       5.728ms        15.13%     211.106ms     219.902us       0.000us         0.00%     152.425ms     158.776us           960  
                             aten::convolution_backward        10.61%     148.061ms        14.72%     205.378ms     213.935us     152.248ms        36.49%     152.425ms     158.776us           960  
                                           aten::conv2d         0.22%       3.040ms         8.37%     116.759ms     121.624us       0.000us         0.00%      62.466ms      65.069us           960  
                                      aten::convolution         0.57%       7.966ms         8.15%     113.719ms     118.457us       0.000us         0.00%      62.466ms      65.069us           960  
                                     aten::_convolution         0.42%       5.846ms         7.58%     105.753ms     110.159us       0.000us         0.00%      62.466ms      65.069us           960  
                                aten::cudnn_convolution         5.67%      79.167ms         7.16%      99.907ms     104.070us      62.466ms        14.97%      62.466ms      65.069us           960  
                               Optimizer.step#Adam.step        11.69%     163.142ms        39.36%     549.102ms      68.638ms       0.000us         0.00%      52.132ms       6.516ms             8  
void wgrad_alg0_engine<float, 128, 6, 7, 3, 3, 5, fa...         0.00%       0.000us         0.00%       0.000us       0.000us      51.488ms        12.34%      51.488ms     109.085us           472  
volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148...         0.00%       0.000us         0.00%       0.000us       0.000us      38.193ms         9.15%      38.193ms      56.835us           672  
autograd::engine::evaluate_function: CudnnBatchNormB...         0.94%      13.129ms         5.58%      77.888ms      80.463us       0.000us         0.00%      36.513ms      37.720us           968  
                                CudnnBatchNormBackward0         0.35%       4.827ms         4.64%      64.759ms      66.900us       0.000us         0.00%      36.513ms      37.720us           968  
                        aten::cudnn_batch_norm_backward         2.22%      30.922ms         4.30%      59.932ms      61.913us      36.513ms         8.75%      36.513ms      37.720us           968  
                                       aten::batch_norm         0.13%       1.831ms         5.54%      77.232ms      79.785us       0.000us         0.00%      25.028ms      25.855us           968  
                           aten::_batch_norm_impl_index         0.21%       2.882ms         5.40%      75.401ms      77.894us       0.000us         0.00%      25.028ms      25.855us           968  
                                 aten::cudnn_batch_norm         2.58%      35.960ms         5.20%      72.519ms      74.916us      25.028ms         6.00%      25.028ms      25.855us           968  
      autograd::engine::evaluate_function: CatBackward0         1.70%      23.656ms         8.67%     120.882ms     243.714us       0.000us         0.00%      23.837ms      48.058us           496  
                                              aten::add         3.35%      46.757ms         5.28%      73.623ms      17.202us      23.837ms         5.71%      23.837ms       5.569us          4280  
