-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
autograd::engine::evaluate_function: ConvolutionBack...         0.30%       7.249ms        11.34%     273.341ms     644.672us       0.000us         0.00%        1.933s       4.559ms           424  
                                   ConvolutionBackward0         0.12%       2.969ms        10.89%     262.429ms     618.936us       0.000us         0.00%        1.873s       4.417ms           424  
                             aten::convolution_backward         5.37%     129.486ms        10.77%     259.460ms     611.934us        1.873s        57.27%        1.873s       4.417ms           424  
                                           aten::conv2d         0.06%       1.340ms         4.03%      97.169ms     229.172us       0.000us         0.00%     530.278ms       1.251ms           424  
                                      aten::convolution         0.15%       3.689ms         3.98%      95.829ms     226.012us       0.000us         0.00%     530.278ms       1.251ms           424  
                                     aten::_convolution         0.11%       2.689ms         3.82%      92.140ms     217.311us       0.000us         0.00%     530.278ms       1.251ms           424  
                                aten::cudnn_convolution         2.13%      51.291ms         3.71%      89.451ms     210.969us     530.278ms        16.22%     530.278ms       1.251ms           424  
void wgrad_alg0_engine<float, 512, 6, 5, 3, 3, 3, fa...         0.00%       0.000us         0.00%       0.000us       0.000us     406.792ms        12.44%     406.792ms     158.903us          2560  
void wgrad_alg0_engine<float, 128, 6, 8, 3, 3, 5, fa...         0.00%       0.000us         0.00%       0.000us       0.000us     311.454ms         9.52%     311.454ms       1.557ms           200  
autograd::engine::evaluate_function: CudnnBatchNormB...         0.27%       6.564ms         1.79%      43.126ms     101.712us       0.000us         0.00%     269.686ms     636.052us           424  
                                CudnnBatchNormBackward0         0.10%       2.444ms         1.52%      36.562ms      86.231us       0.000us         0.00%     269.686ms     636.052us           424  
                        aten::cudnn_batch_norm_backward         0.69%      16.532ms         1.42%      34.118ms      80.467us     269.686ms         8.25%     269.686ms     636.052us           424  
              volta_scudnn_128x128_stridedB_small_nn_v1         0.00%       0.000us         0.00%       0.000us       0.000us     263.748ms         8.07%     263.748ms       1.063ms           248  
void wgrad_alg0_engine<float, 128, 5, 5, 3, 3, 3, fa...         0.00%       0.000us         0.00%       0.000us       0.000us     211.479ms         6.47%     211.479ms     206.522us          1024  
void cudnn::detail::dgrad_alg1_engine<float, 512, 6,...         0.00%       0.000us         0.00%       0.000us       0.000us     204.321ms         6.25%     204.321ms      72.557us          2816  
                   volta_scudnn_128x32_relu_small_nn_v1         0.00%       0.000us         0.00%       0.000us       0.000us     178.859ms         5.47%     178.859ms      53.744us          3328  
                                       aten::batch_norm         0.03%     803.000us         1.40%      33.802ms      79.722us       0.000us         0.00%     171.864ms     405.340us           424  
                           aten::_batch_norm_impl_index         0.05%       1.262ms         1.37%      32.999ms      77.828us       0.000us         0.00%     171.864ms     405.340us           424  
