-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
    autograd::engine::evaluate_function: AddmmBackward0         0.40%      18.041ms         9.34%     422.004ms     703.340us       0.000us         0.00%        1.649s       2.748ms           600  
                                         AddmmBackward0         0.19%       8.392ms         5.20%     235.181ms     391.968us       0.000us         0.00%        1.589s       2.648ms           600  
                                               aten::mm         0.93%      42.080ms         4.74%     214.462ms     178.718us        1.589s        34.73%        1.589s       1.324ms          1200  
                                           aten::linear         0.15%       6.786ms         1.84%      83.366ms     138.943us       0.000us         0.00%     901.302ms       1.502ms           600  
                                            aten::addmm         0.95%      43.081ms         1.39%      62.781ms     104.635us     901.302ms        19.71%     901.302ms       1.502ms           600  
                                 volta_sgemm_128x128_tn         0.00%       0.000us         0.00%       0.000us       0.000us     849.379ms        18.57%     849.379ms       1.435ms           592  
                                  volta_sgemm_128x64_nn         0.00%       0.000us         0.00%       0.000us       0.000us     811.829ms        17.75%     811.829ms       1.371ms           592  
                                              aten::mul         0.52%      23.651ms         2.18%      98.711ms      79.095us     547.334ms        11.97%     547.334ms     438.569us          1248  
                                  volta_sgemm_128x64_nt         0.00%       0.000us         0.00%       0.000us       0.000us     499.187ms        10.91%     499.187ms       1.040ms           480  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     385.705ms         8.43%     385.705ms     241.066us          1600  
                                              aten::bmm         0.41%      18.714ms         0.95%      42.816ms      74.333us     370.918ms         8.11%     370.918ms     643.955us           576  
                                              aten::add         0.94%      42.627ms         6.14%     277.629ms     110.521us     347.490ms         7.60%     347.490ms     138.332us          2512  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     304.438ms         6.66%     304.438ms     594.605us           512  
                                 volta_sgemm_128x128_nt         0.00%       0.000us         0.00%       0.000us       0.000us     273.810ms         5.99%     273.810ms       2.633ms           104  
      autograd::engine::evaluate_function: MulBackward0         0.11%       4.800ms         1.53%      69.302ms     166.591us       0.000us         0.00%     256.421ms     616.397us           416  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     247.687ms         5.42%     247.687ms      89.742us          2760  
      autograd::engine::evaluate_function: BmmBackward0         0.05%       2.220ms         0.84%      38.046ms     198.156us       0.000us         0.00%     245.128ms       1.277ms           192  
                                           BmmBackward0         0.05%       2.102ms         0.79%      35.826ms     186.594us       0.000us         0.00%     245.128ms       1.277ms           192  
                                           MulBackward0         0.04%       1.924ms         1.36%      61.342ms     147.457us       0.000us         0.00%     205.615ms     494.267us           416  
