-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
autograd::engine::evaluate_function: ConvolutionBack...         1.22%      10.214ms        25.67%     215.737ms     332.927us       0.000us         0.00%     208.257ms     321.384us           648  
                                   ConvolutionBackward0         0.46%       3.828ms        24.43%     205.366ms     316.923us       0.000us         0.00%     208.177ms     321.261us           648  
                             aten::convolution_backward        14.01%     117.763ms        23.98%     201.538ms     311.015us     203.504ms        46.68%     208.177ms     321.261us           648  
                                           aten::conv2d         0.25%       2.062ms        15.69%     131.894ms     203.540us       0.000us         0.00%     102.194ms     157.707us           648  
                                      aten::convolution         0.71%       5.972ms        15.45%     129.832ms     200.358us       0.000us         0.00%     102.194ms     157.707us           648  
                                     aten::_convolution         0.85%       7.111ms        14.74%     123.860ms     191.142us       0.000us         0.00%     102.194ms     157.707us           648  
                                aten::cudnn_convolution         8.83%      74.183ms        12.18%     102.350ms     157.948us      99.673ms        22.86%      99.673ms     153.816us           648  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      66.209ms        15.19%      66.209ms       7.396us          8952  
void cudnn::ops::genericTranspose_kernel<float, floa...         0.00%       0.000us         0.00%       0.000us       0.000us      62.105ms        14.25%      62.105ms      49.764us          1248  
                                Optimizer.step#SGD.step         5.88%      49.381ms        19.73%     165.816ms      20.727ms       0.000us         0.00%      61.065ms       7.633ms             8  
volta_scudnn_winograd_128x128_ldg1_ldg4_relu_tile148...         0.00%       0.000us         0.00%       0.000us       0.000us      48.912ms        11.22%      48.912ms      71.093us           688  
                                             aten::add_         5.77%      48.521ms        10.29%      86.503ms      13.863us      39.630ms         9.09%      39.630ms       6.351us          6240  
                                              aten::add         4.21%      35.357ms         6.52%      54.836ms      16.320us      29.100ms         6.67%      29.100ms       8.661us          3360  
                                   volta_sgemm_64x64_nn         0.00%       0.000us         0.00%       0.000us       0.000us      26.433ms         6.06%      26.433ms      34.418us           768  
void wgrad_alg0_engine<float, 128, 6, 8, 3, 3, 5, fa...         0.00%       0.000us         0.00%       0.000us       0.000us      16.839ms         3.86%      16.839ms     100.232us           168  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      16.436ms         3.77%      16.436ms       3.928us          4184  
void cudnn::detail::dgrad2d_alg1_1<float, 0, 5, 6, 4...         0.00%       0.000us         0.00%       0.000us       0.000us      14.181ms         3.25%      14.181ms      36.176us           392  
                                       aten::batch_norm         0.14%       1.183ms         4.69%      39.409ms      86.423us       0.000us         0.00%      13.744ms      30.140us           456  
