-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
autograd::engine::evaluate_function: ConvolutionBack...         1.08%       5.714ms        14.89%      78.992ms     189.885us       0.000us         0.00%      86.940ms     208.990us           416  
                                   ConvolutionBackward0         0.44%       2.345ms        13.43%      71.258ms     171.293us       0.000us         0.00%      86.393ms     207.675us           416  
                             aten::convolution_backward         8.86%      46.998ms        12.99%      68.913ms     165.656us      86.393ms        37.18%      86.393ms     207.675us           416  
autograd::engine::evaluate_function: CudnnBatchNormB...         1.01%       5.343ms         6.46%      34.272ms      82.385us       0.000us         0.00%      32.563ms      78.276us           416  
                                CudnnBatchNormBackward0         0.38%       2.012ms         5.45%      28.929ms      69.541us       0.000us         0.00%      32.563ms      78.276us           416  
                        aten::cudnn_batch_norm_backward         2.58%      13.710ms         5.07%      26.917ms      64.704us      32.563ms        14.01%      32.563ms      78.276us           416  
                                           aten::conv2d         0.23%       1.245ms         8.19%      43.477ms     104.512us       0.000us         0.00%      26.506ms      63.716us           416  
                                      aten::convolution         0.67%       3.546ms         7.96%      42.232ms     101.519us       0.000us         0.00%      26.506ms      63.716us           416  
                                     aten::_convolution         0.52%       2.740ms         7.29%      38.686ms      92.995us       0.000us         0.00%      26.506ms      63.716us           416  
                                        aten::hardtanh_         0.44%       2.328ms         3.28%      17.411ms      62.182us       0.000us         0.00%      21.787ms      77.811us           280  
                               Optimizer.step#Adam.step        13.37%      70.963ms        44.56%     236.419ms      29.552ms       0.000us         0.00%      21.129ms       2.641ms             8  
                                       aten::batch_norm         0.15%     774.000us         6.02%      31.929ms      76.752us       0.000us         0.00%      20.604ms      49.529us           416  
                           aten::_batch_norm_impl_index         0.23%       1.205ms         5.87%      31.155ms      74.892us       0.000us         0.00%      20.604ms      49.529us           416  
                                 aten::cudnn_batch_norm         2.87%      15.244ms         5.64%      29.950ms      71.995us      20.604ms         8.87%      20.604ms      49.529us           416  
                                aten::cudnn_convolution         5.02%      26.617ms         6.07%      32.217ms     115.061us      16.341ms         7.03%      16.341ms      58.361us           280  
void at::native::(anonymous namespace)::conv_depthwi...         0.00%       0.000us         0.00%       0.000us       0.000us      16.322ms         7.02%      16.322ms     120.015us           136  
autograd::engine::evaluate_function: HardtanhBackwar...         0.45%       2.374ms         1.98%      10.516ms      37.557us       0.000us         0.00%      16.123ms      57.582us           280  
                                      HardtanhBackward0         0.15%     807.000us         1.53%       8.142ms      29.079us       0.000us         0.00%      16.123ms      57.582us           280  
                                aten::hardtanh_backward         0.61%       3.226ms         1.38%       7.335ms      26.196us      16.123ms         6.94%      16.123ms      57.582us           280  
