-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
autograd::engine::evaluate_function: ConvolutionBack...         1.26%       6.539ms        14.90%      77.199ms     185.575us       0.000us         0.00%     106.812ms     256.760us           416  
                                   ConvolutionBackward0         0.45%       2.351ms        13.27%      68.751ms     165.267us       0.000us         0.00%     106.093ms     255.031us           416  
                             aten::convolution_backward         8.68%      44.961ms        12.81%      66.400ms     159.615us     106.093ms        45.22%     106.093ms     255.031us           416  
                                           aten::conv2d         0.24%       1.242ms         8.46%      43.825ms     105.349us       0.000us         0.00%      30.143ms      72.459us           416  
                                      aten::convolution         0.67%       3.488ms         8.22%      42.583ms     102.363us       0.000us         0.00%      30.143ms      72.459us           416  
                                     aten::_convolution         0.52%       2.718ms         7.54%      39.095ms      93.978us       0.000us         0.00%      30.143ms      72.459us           416  
void at::native::(anonymous namespace)::conv_depthwi...         0.00%       0.000us         0.00%       0.000us       0.000us      29.044ms        12.38%      29.044ms     213.559us           136  
autograd::engine::evaluate_function: CudnnBatchNormB...         1.03%       5.324ms         6.37%      33.025ms      79.387us       0.000us         0.00%      28.743ms      69.094us           416  
                                CudnnBatchNormBackward0         0.37%       1.905ms         5.35%      27.701ms      66.589us       0.000us         0.00%      28.743ms      69.094us           416  
                        aten::cudnn_batch_norm_backward         2.51%      13.005ms         4.98%      25.796ms      62.010us      28.743ms        12.25%      28.743ms      69.094us           416  
                               Optimizer.step#Adam.step        13.87%      71.872ms        46.41%     240.532ms      30.067ms       0.000us         0.00%      23.309ms       2.914ms             8  
                                       aten::batch_norm         0.15%     792.000us         5.95%      30.821ms      74.089us       0.000us         0.00%      17.712ms      42.577us           416  
                           aten::_batch_norm_impl_index         0.22%       1.141ms         5.79%      30.029ms      72.185us       0.000us         0.00%      17.712ms      42.577us           416  
                                 aten::cudnn_batch_norm         2.80%      14.512ms         5.57%      28.888ms      69.442us      17.712ms         7.55%      17.712ms      42.577us           416  
                                aten::cudnn_convolution         5.04%      26.124ms         6.31%      32.725ms     116.875us      17.076ms         7.28%      17.076ms      60.986us           280  
                                aten::_conv_depthwise2d         0.26%       1.338ms         0.70%       3.652ms      26.853us      13.067ms         5.57%      13.067ms      96.081us           136  
     autograd::engine::evaluate_function: ReluBackward0         0.41%       2.099ms         1.89%       9.789ms      34.961us       0.000us         0.00%      12.453ms      44.475us           280  
                                          ReluBackward0         0.25%       1.274ms         1.48%       7.690ms      27.464us       0.000us         0.00%      12.453ms      44.475us           280  
                               aten::threshold_backward         0.81%       4.172ms         1.24%       6.416ms      22.914us      12.453ms         5.31%      12.453ms      44.475us           280  
