-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                             aten::add_         1.19%      17.061ms        30.00%     429.565ms     186.443us     823.825ms        55.71%     823.825ms     357.563us          2304  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     823.825ms        55.71%     823.825ms     357.563us          2304  
                                Optimizer.step#SGD.step         1.06%      15.198ms        32.94%     471.715ms       7.371ms       0.000us         0.00%     737.431ms      11.522ms            64  
autograd::engine::evaluate_function: torch::autograd...         0.33%       4.738ms        14.83%     212.382ms     276.539us       0.000us         0.00%     274.969ms     358.033us           768  
                        torch::autograd::AccumulateGrad         0.28%       3.998ms        14.50%     207.644ms     270.370us       0.000us         0.00%     274.969ms     358.033us           768  
                                           aten::linear         0.14%       1.938ms         5.56%      79.596ms     207.281us       0.000us         0.00%     194.537ms     506.607us           384  
                                            aten::addmm         1.63%      23.331ms         5.09%      72.936ms     189.938us     194.537ms        13.15%     194.537ms     506.607us           384  
                                             aten::mul_         0.41%       5.911ms        16.10%     230.524ms     300.161us     188.575ms        12.75%     188.575ms     245.540us           768  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     188.575ms        12.75%     188.575ms     245.540us           768  
    autograd::engine::evaluate_function: AddmmBackward0         0.48%       6.831ms        20.29%     290.543ms     756.622us       0.000us         0.00%     164.163ms     427.508us           384  
                                         AddmmBackward0         0.32%       4.561ms         5.85%      83.825ms     218.294us       0.000us         0.00%     160.881ms     418.961us           384  
                                               aten::mm         1.56%      22.356ms         5.04%      72.154ms     102.491us     160.881ms        10.88%     160.881ms     228.524us           704  
void sgemm_largek_lds64<true, false, 6, 3, 4, 5, 2, ...         0.00%       0.000us         0.00%       0.000us       0.000us     109.745ms         7.42%     109.745ms       1.715ms            64  
                                            aten::fill_         0.32%       4.615ms         6.59%      94.328ms     105.277us      88.278ms         5.97%      88.278ms      98.525us           896  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      88.278ms         5.97%      88.278ms      98.525us           896  
                                            aten::zero_         0.30%       4.226ms         6.82%      97.711ms     101.782us       0.000us         0.00%      88.205ms      91.880us           960  
                      Optimizer.zero_grad#SGD.zero_grad         0.29%       4.208ms         7.03%     100.713ms       1.574ms       0.000us         0.00%      87.770ms       1.371ms            64  
                        volta_sgemm_128x32_sliced1x4_tn         0.00%       0.000us         0.00%       0.000us       0.000us      78.900ms         5.34%      78.900ms       1.233ms            64  
                                  volta_sgemm_128x64_nt         0.00%       0.000us         0.00%       0.000us       0.000us      54.581ms         3.69%      54.581ms     852.828us            64  
