-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
autograd::engine::evaluate_function: ConvolutionBack...         0.97%       5.755ms        14.41%      85.365ms     190.547us       0.000us         0.00%      27.590ms      61.585us           448  
                                   ConvolutionBackward0         0.45%       2.669ms        13.35%      79.115ms     176.596us       0.000us         0.00%      27.377ms      61.109us           448  
                             aten::convolution_backward         8.37%      49.579ms        12.90%      76.446ms     170.638us      26.810ms        30.80%      27.377ms      61.109us           448  
                               Optimizer.step#Adam.step        12.81%      75.921ms        43.55%     257.993ms      32.249ms       0.000us         0.00%      23.821ms       2.978ms             8  
                                             aten::add_         7.72%      45.729ms        14.92%      88.365ms      15.008us       9.535ms        10.96%       9.535ms       1.619us          5888  
                                           aten::conv2d         0.23%       1.376ms         8.18%      48.490ms     108.237us       0.000us         0.00%       9.486ms      21.174us           448  
                                      aten::convolution         0.64%       3.785ms         7.95%      47.114ms     105.165us       0.000us         0.00%       9.486ms      21.174us           448  
                                     aten::_convolution         0.55%       3.265ms         7.31%      43.329ms      96.717us       0.000us         0.00%       9.486ms      21.174us           448  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       8.628ms         9.91%       8.628ms       2.106us          4096  
void wgrad_alg0_engine<float, 128, 5, 5, 3, 3, 3, fa...         0.00%       0.000us         0.00%       0.000us       0.000us       7.917ms         9.10%       7.917ms      38.062us           208  
                                aten::cudnn_convolution         4.64%      27.473ms         5.56%      32.926ms     111.236us       7.418ms         8.52%       7.418ms      25.061us           296  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       6.083ms         6.99%       6.083ms       2.217us          2744  
                                             aten::mul_         3.61%      21.414ms         6.47%      38.332ms      14.093us       5.812ms         6.68%       5.812ms       2.137us          2720  
autograd::engine::evaluate_function: CudnnBatchNormB...         1.08%       6.373ms         6.70%      39.688ms      88.589us       0.000us         0.00%       5.768ms      12.875us           448  
                                CudnnBatchNormBackward0         0.36%       2.155ms         5.62%      33.315ms      74.364us       0.000us         0.00%       5.768ms      12.875us           448  
                        aten::cudnn_batch_norm_backward         2.53%      15.001ms         5.26%      31.160ms      69.554us       5.768ms         6.63%       5.768ms      12.875us           448  
            volta_scudnn_128x64_stridedB_interior_nn_v1         0.00%       0.000us         0.00%       0.000us       0.000us       5.375ms         6.18%       5.375ms      24.884us           216  
                volta_scudnn_128x64_relu_interior_nn_v1         0.00%       0.000us         0.00%       0.000us       0.000us       4.742ms         5.45%       4.742ms      21.954us           216  
