-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
autograd::engine::evaluate_function: ConvolutionBack...         0.14%      56.067ms        19.49%        7.619s       2.289ms       0.000us         0.00%       18.945s       5.692ms          3328  
                                   ConvolutionBackward0         0.05%      20.920ms        19.01%        7.432s       2.233ms       0.000us         0.00%       18.698s       5.618ms          3328  
                             aten::convolution_backward         1.49%     584.314ms        18.96%        7.411s       2.227ms       17.494s        43.64%       18.698s       5.618ms          3328  
                                           aten::conv2d         0.03%      10.775ms        41.88%       16.372s       4.919ms       0.000us         0.00%        7.983s       2.399ms          3328  
                                      aten::convolution         0.07%      27.975ms        41.85%       16.361s       4.916ms       0.000us         0.00%        7.983s       2.399ms          3328  
                                     aten::_convolution         0.10%      37.591ms        41.78%       16.333s       4.908ms       0.000us         0.00%        7.983s       2.399ms          3328  
                                aten::cudnn_convolution         1.57%     615.408ms        28.68%       11.210s       3.369ms        5.552s        13.85%        5.552s       1.668ms          3328  
void wgrad_alg0_engine<float, 512, 6, 5, 3, 3, 3, fa...         0.00%       0.000us         0.00%       0.000us       0.000us        4.106s        10.24%        4.106s       3.208ms          1280  
autograd::engine::evaluate_function: MaxPool2DWithIn...         0.01%       4.620ms         3.35%        1.311s       3.413ms       0.000us         0.00%        3.913s      10.191ms           384  
                          MaxPool2DWithIndicesBackward0         0.00%       1.915ms         3.34%        1.306s       3.401ms       0.000us         0.00%        3.913s      10.191ms           384  
                 aten::max_pool2d_with_indices_backward         0.02%       7.260ms         3.34%        1.304s       3.396ms        3.305s         8.24%        3.913s      10.191ms           384  
     autograd::engine::evaluate_function: ReluBackward0         0.07%      28.547ms         1.76%     686.714ms     206.344us       0.000us         0.00%        3.546s       1.065ms          3328  
                                          ReluBackward0         0.04%      17.323ms         1.68%     658.167ms     197.767us       0.000us         0.00%        3.546s       1.065ms          3328  
                               aten::threshold_backward         0.17%      66.436ms         1.64%     640.844ms     192.561us        3.546s         8.84%        3.546s       1.065ms          3328  
void at::native::(anonymous namespace)::max_pool_bac...         0.00%       0.000us         0.00%       0.000us       0.000us        3.305s         8.24%        3.305s       8.606ms           384  
               volta_scudnn_128x64_stridedB_small_nn_v1         0.00%       0.000us         0.00%       0.000us       0.000us        2.586s         6.45%        2.586s       2.525ms          1024  
                                             aten::add_         0.30%     118.151ms        21.85%        8.541s     760.392us        2.452s         6.11%        2.452s     218.269us         11232  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us        2.430s         6.06%        2.430s     730.301us          3328  
