-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                      aten::convolution         0.91%       6.479ms        14.89%     105.590ms     131.988us       0.000us         0.00%     243.843ms     304.804us           800  
                                     aten::_convolution         0.71%       5.025ms        13.98%      99.111ms     123.889us       0.000us         0.00%     243.843ms     304.804us           800  
                                           aten::conv2d         0.26%       1.854ms        12.55%      88.985ms     148.308us       0.000us         0.00%     235.820ms     393.033us           600  
                                aten::cudnn_convolution         8.29%      58.818ms        11.04%      78.271ms     130.452us     235.820ms        52.72%     235.820ms     393.033us           600  
void implicit_convolve_sgemm<float, float, 1024, 5, ...         0.00%       0.000us         0.00%       0.000us       0.000us     231.585ms        51.78%     231.585ms     180.926us          1280  
autograd::engine::evaluate_function: ConvolutionBack...         1.25%       8.855ms        21.48%     152.300ms     190.375us       0.000us         0.00%     127.115ms     158.894us           800  
                                   ConvolutionBackward0         0.65%       4.591ms        20.23%     143.445ms     179.306us       0.000us         0.00%     127.115ms     158.894us           800  
                             aten::convolution_backward        13.64%      96.710ms        19.58%     138.854ms     173.567us     127.115ms        28.42%     127.115ms     158.894us           800  
void precomputed_convolve_sgemm<float, 1024, 5, 5, 4...         0.00%       0.000us         0.00%       0.000us       0.000us      56.208ms        12.57%      56.208ms     175.650us           320  
                               Optimizer.step#Adam.step         8.27%      58.633ms        27.40%     194.331ms       2.429ms       0.000us         0.00%      44.719ms     558.987us            80  
                                             aten::add_         6.40%      45.419ms        11.90%      84.386ms      16.104us      23.780ms         5.32%      23.780ms       4.538us          5240  
                   volta_scudnn_128x64_relu_small_nn_v1         0.00%       0.000us         0.00%       0.000us       0.000us      18.722ms         4.19%      18.722ms     117.013us           160  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      18.261ms         4.08%      18.261ms       6.430us          2840  
void cudnn::detail::dgrad_engine<float, 512, 6, 5, 3...         0.00%       0.000us         0.00%       0.000us       0.000us      15.669ms         3.50%      15.669ms      39.172us           400  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      15.130ms         3.38%      15.130ms       5.043us          3000  
autograd::engine::evaluate_function: torch::autograd...         1.36%       9.674ms         7.26%      51.488ms      27.983us       0.000us         0.00%      12.040ms       6.543us          1840  
                        torch::autograd::AccumulateGrad         1.20%       8.476ms         5.90%      41.814ms      22.725us       0.000us         0.00%      12.040ms       6.543us          1840  
                                             aten::mul_         2.25%      15.958ms         4.10%      29.056ms      15.133us      10.334ms         2.31%      10.334ms       5.382us          1920  
