-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                               Optimizer.step#Adam.step         6.51%       7.366ms        21.57%      24.405ms       3.051ms       0.000us         0.00%      68.670ms       8.584ms             8  
                                             aten::add_         3.80%       4.296ms         7.26%       8.216ms      14.884us      27.461ms        24.21%      27.461ms      49.748us           552  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      21.051ms        18.56%      21.051ms      52.627us           400  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      20.316ms        17.91%      20.316ms      79.359us           256  
                                             aten::mul_         1.77%       2.008ms         3.26%       3.694ms      14.430us      14.097ms        12.43%      14.097ms      55.066us           256  
                                         aten::addcdiv_         0.92%       1.046ms         1.60%       1.815ms      14.180us      13.540ms        11.94%      13.540ms     105.781us           128  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      13.540ms        11.94%      13.540ms     105.781us           128  
autograd::engine::evaluate_function: ConvolutionBack...         0.46%     516.000us        10.11%      11.441ms     286.025us       0.000us         0.00%      11.654ms     291.350us            40  
                                   ConvolutionBackward0         0.23%     259.000us         9.66%      10.925ms     273.125us       0.000us         0.00%      11.654ms     291.350us            40  
                             aten::convolution_backward         5.86%       6.628ms         9.43%      10.666ms     266.650us      11.139ms         9.82%      11.654ms     291.350us            40  
autograd::engine::evaluate_function: torch::autograd...         0.71%     799.000us         3.37%       3.809ms      29.758us       0.000us         0.00%      10.188ms      79.594us           128  
                        torch::autograd::AccumulateGrad         0.60%     680.000us         2.66%       3.010ms      23.516us       0.000us         0.00%      10.188ms      79.594us           128  
                                         aten::addcmul_         0.89%       1.008ms         1.60%       1.806ms      14.109us      10.118ms         8.92%      10.118ms      79.047us           128  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      10.118ms         8.92%      10.118ms      79.047us           128  
                                             aten::sqrt         1.26%       1.427ms         1.90%       2.147ms      16.773us       6.967ms         6.14%       6.967ms      54.430us           128  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       6.967ms         6.14%       6.967ms      54.430us           128  
                                              aten::div         1.59%       1.803ms         2.43%       2.748ms      19.083us       6.954ms         6.13%       6.954ms      48.292us           144  
    autograd::engine::evaluate_function: AddmmBackward0         0.41%     464.000us         3.70%       4.190ms     174.583us       0.000us         0.00%       6.923ms     288.458us            24  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       6.898ms         6.08%       6.898ms      53.891us           128  
