-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
autograd::engine::evaluate_function: ConvolutionBack...         0.08%       5.356ms        14.94%        1.062s       3.404ms       0.000us         0.00%        3.905s      12.516ms           312  
                                   ConvolutionBackward0         0.03%       1.939ms        14.19%        1.009s       3.234ms       0.000us         0.00%        3.757s      12.043ms           312  
                             aten::convolution_backward         0.74%      52.536ms        14.16%        1.007s       3.228ms        3.757s        52.62%        3.757s      12.043ms           312  
                                           aten::conv2d         0.02%       1.152ms        14.47%        1.029s       3.299ms       0.000us         0.00%        1.477s       4.735ms           312  
                                      aten::convolution         0.04%       3.172ms        14.46%        1.028s       3.295ms       0.000us         0.00%        1.477s       4.735ms           312  
                                     aten::_convolution         0.03%       2.157ms        14.41%        1.025s       3.285ms       0.000us         0.00%        1.477s       4.735ms           312  
                                aten::cudnn_convolution         0.44%      31.096ms        14.38%        1.023s       3.278ms        1.477s        20.69%        1.477s       4.735ms           312  
                                   volta_sgemm_64x64_nt         0.00%       0.000us         0.00%       0.000us       0.000us     997.882ms        13.98%     997.882ms       3.371ms           296  
autograd::engine::evaluate_function: CudnnBatchNormB...         0.06%       3.970ms         2.97%     211.019ms     676.343us       0.000us         0.00%     566.607ms       1.816ms           312  
                                CudnnBatchNormBackward0         0.02%       1.514ms         2.91%     207.049ms     663.619us       0.000us         0.00%     566.607ms       1.816ms           312  
                        aten::cudnn_batch_norm_backward         0.14%       9.995ms         2.89%     205.535ms     658.766us     566.607ms         7.94%     566.607ms       1.816ms           312  
void cudnn::cnn::wgrad_alg1_engine<float, float, 128...         0.00%       0.000us         0.00%       0.000us       0.000us     450.074ms         6.30%     450.074ms      11.252ms            40  
              volta_scudnn_128x128_stridedB_small_nn_v1         0.00%       0.000us         0.00%       0.000us       0.000us     378.761ms         5.30%     378.761ms       4.304ms            88  
                                       aten::batch_norm         0.01%     658.000us         1.87%     133.156ms     426.782us       0.000us         0.00%     353.067ms       1.132ms           312  
                           aten::_batch_norm_impl_index         0.01%       1.056ms         1.86%     132.498ms     424.673us       0.000us         0.00%     353.067ms       1.132ms           312  
                                 aten::cudnn_batch_norm         0.18%      12.505ms         1.85%     131.442ms     421.288us     353.067ms         4.94%     353.067ms       1.132ms           312  
                                   volta_sgemm_64x64_nn         0.00%       0.000us         0.00%       0.000us       0.000us     342.968ms         4.80%     342.968ms       2.144ms           160  
void cudnn::winograd_nonfused::winogradForwardData4x...         0.00%       0.000us         0.00%       0.000us       0.000us     336.549ms         4.71%     336.549ms       1.237ms           272  
