-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                               aten::mm         1.79%      12.708ms         3.06%      21.779ms      27.499us     244.261ms        31.10%     244.261ms     308.410us           792  
                               Optimizer.step#Adam.step        11.06%      78.710ms        51.61%     367.378ms      45.922ms       0.000us         0.00%     180.882ms      22.610ms             8  
    autograd::engine::evaluate_function: AddmmBackward0         0.85%       6.084ms         6.59%      46.912ms     122.167us       0.000us         0.00%     165.335ms     430.560us           384  
                                         AddmmBackward0         0.48%       3.415ms         4.05%      28.832ms      75.083us       0.000us         0.00%     157.538ms     410.255us           384  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      84.284ms        10.73%      84.284ms      19.086us          4416  
                                            aten::addmm         2.40%      17.054ms         3.86%      27.492ms      71.594us      80.498ms        10.25%      80.498ms     209.630us           384  
                                maxwell_sgemm_128x64_nn         0.00%       0.000us         0.00%       0.000us       0.000us      79.959ms        10.18%      79.959ms     203.977us           392  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      77.733ms         9.90%      77.733ms      25.436us          3056  
                                maxwell_sgemm_128x64_tn         0.00%       0.000us         0.00%       0.000us       0.000us      74.104ms         9.43%      74.104ms     154.383us           480  
                                             aten::add_         5.07%      36.094ms        12.34%      87.812ms      18.541us      71.720ms         9.13%      71.720ms      15.144us          4736  
                                 sgemm_128x128x8_TN_vec         0.00%       0.000us         0.00%       0.000us       0.000us      64.373ms         8.20%      64.373ms     223.517us           288  
                                 sgemm_128x128x8_NT_vec         0.00%       0.000us         0.00%       0.000us       0.000us      58.849ms         7.49%      58.849ms     565.856us           104  
       autograd::engine::evaluate_function: MmBackward0         0.01%      87.000us         0.11%     800.000us     100.000us       0.000us         0.00%      55.430ms       6.929ms             8  
                                            MmBackward0         0.01%      77.000us         0.10%     713.000us      89.125us       0.000us         0.00%      55.430ms       6.929ms             8  
                                              aten::bmm         1.33%       9.491ms         2.01%      14.282ms      24.795us      51.254ms         6.53%      51.254ms      88.983us           576  
                                           aten::matmul         0.33%       2.349ms         1.94%      13.802ms      69.010us       0.000us         0.00%      50.021ms     250.105us           200  
                                              aten::mul         2.21%      15.731ms         3.47%      24.715ms      21.454us      43.111ms         5.49%      43.111ms      37.423us          1152  
                                             aten::mul_         2.83%      20.159ms         8.80%      62.630ms      26.448us      36.682ms         4.67%      36.682ms      15.491us          2368  
                                         aten::addcdiv_         1.53%      10.911ms         5.59%      39.804ms      33.618us      36.456ms         4.64%      36.456ms      30.791us          1184  
