-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                               Optimizer.step#Adam.step         6.53%       8.675ms        21.27%      28.254ms       3.532ms       0.000us         0.00%      90.377ms      11.297ms             8  
                                             aten::add_         3.39%       4.509ms         6.80%       9.028ms      16.355us      36.133ms        26.80%      36.133ms      65.458us           552  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      27.308ms        20.25%      27.308ms      68.270us           400  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      26.943ms        19.98%      26.943ms     105.246us           256  
                                             aten::mul_         1.74%       2.306ms         3.23%       4.295ms      16.777us      18.224ms        13.51%      18.224ms      71.188us           256  
                                         aten::addcdiv_         0.90%       1.190ms         1.58%       2.094ms      16.359us      18.039ms        13.38%      18.039ms     140.930us           128  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      18.039ms        13.38%      18.039ms     140.930us           128  
                                         aten::addcmul_         0.82%       1.088ms         1.52%       2.013ms      15.727us      13.483ms        10.00%      13.483ms     105.336us           128  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      13.483ms        10.00%      13.483ms     105.336us           128  
autograd::engine::evaluate_function: torch::autograd...         0.43%     565.000us         2.55%       3.390ms      26.484us       0.000us         0.00%      13.468ms     105.219us           128  
                        torch::autograd::AccumulateGrad         0.45%     602.000us         2.13%       2.825ms      22.070us       0.000us         0.00%      13.468ms     105.219us           128  
                                             aten::sqrt         1.16%       1.546ms         1.83%       2.427ms      18.961us       9.095ms         6.74%       9.095ms      71.055us           128  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       9.095ms         6.74%       9.095ms      71.055us           128  
                                              aten::div         1.47%       1.948ms         2.33%       3.091ms      21.465us       9.084ms         6.74%       9.084ms      63.083us           144  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       9.006ms         6.68%       9.006ms      70.359us           128  
    autograd::engine::evaluate_function: AddmmBackward0         0.30%     395.000us         2.23%       2.961ms     123.375us       0.000us         0.00%       8.926ms     371.917us            24  
                                         AddmmBackward0         0.18%     244.000us         1.42%       1.884ms      78.500us       0.000us         0.00%       8.759ms     364.958us            24  
                                               aten::mm         0.59%     778.000us         0.93%       1.235ms      25.729us       8.759ms         6.50%       8.759ms     182.479us            48  
autograd::engine::evaluate_function: ConvolutionBack...         0.32%     427.000us         6.71%       8.910ms     222.750us       0.000us         0.00%       7.383ms     184.575us            40  
