-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
autograd::engine::evaluate_function: ConvolutionBack...         0.36%       6.892ms         5.03%      95.632ms     192.806us       0.000us         0.00%     903.096ms       1.821ms           496  
                                   ConvolutionBackward0         0.14%       2.663ms         4.56%      86.864ms     175.129us       0.000us         0.00%     891.186ms       1.797ms           496  
                             aten::convolution_backward         2.90%      55.134ms         4.42%      84.201ms     169.760us     890.094ms        47.49%     891.186ms       1.797ms           496  
autograd::engine::evaluate_function: CudnnBatchNormB...         0.22%       4.213ms         1.43%      27.186ms      73.875us       0.000us         0.00%     248.363ms     674.899us           368  
                                CudnnBatchNormBackward0         0.08%       1.563ms         1.21%      22.973ms      62.427us       0.000us         0.00%     248.363ms     674.899us           368  
                        aten::cudnn_batch_norm_backward         0.57%      10.912ms         1.13%      21.410ms      58.179us     248.363ms        13.25%     248.363ms     674.899us           368  
                                           aten::conv2d         0.08%       1.602ms         3.07%      58.455ms     117.853us       0.000us         0.00%     244.107ms     492.151us           496  
                                      aten::convolution         0.25%       4.763ms         2.99%      56.853ms     114.623us       0.000us         0.00%     244.107ms     492.151us           496  
                                     aten::_convolution         0.21%       4.057ms         2.74%      52.090ms     105.020us       0.000us         0.00%     244.107ms     492.151us           496  
void at::native::(anonymous namespace)::conv_depthwi...         0.00%       0.000us         0.00%       0.000us       0.000us     217.890ms        11.62%     217.890ms       1.816ms           120  
                                aten::_conv_depthwise2d         0.07%       1.249ms         0.20%       3.746ms      31.217us     158.119ms         8.44%     158.119ms       1.318ms           120  
                                       aten::batch_norm         0.04%     811.000us         1.70%      32.333ms      87.861us       0.000us         0.00%     142.230ms     386.495us           368  
                           aten::_batch_norm_impl_index         0.06%       1.205ms         1.66%      31.522ms      85.658us       0.000us         0.00%     142.230ms     386.495us           368  
                                 aten::cudnn_batch_norm         0.77%      14.704ms         1.59%      30.317ms      82.383us     142.230ms         7.59%     142.230ms     386.495us           368  
void at::native::(anonymous namespace)::conv_depthwi...         0.00%       0.000us         0.00%       0.000us       0.000us      99.876ms         5.33%      99.876ms       1.387ms            72  
void at::native::(anonymous namespace)::conv_depthwi...         0.00%       0.000us         0.00%       0.000us       0.000us      98.500ms         5.26%      98.500ms       6.156ms            16  
void at::native::(anonymous namespace)::conv_depthwi...         0.00%       0.000us         0.00%       0.000us       0.000us      97.956ms         5.23%      97.956ms       1.749ms            56  
void cudnn::bn_bw_1C11_kernel_new<float, float, floa...         0.00%       0.000us         0.00%       0.000us       0.000us      94.247ms         5.03%      94.247ms       2.945ms            32  
