-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
autograd::engine::evaluate_function: ConvolutionBack...         0.31%       6.690ms         5.17%     111.546ms     263.080us       0.000us         0.00%     657.628ms       1.551ms           424  
                                   ConvolutionBackward0         0.12%       2.569ms         4.71%     101.682ms     239.816us       0.000us         0.00%     620.668ms       1.464ms           424  
                             aten::convolution_backward         3.20%      69.138ms         4.59%      99.113ms     233.757us     620.668ms        29.89%     620.668ms       1.464ms           424  
      autograd::engine::evaluate_function: DivBackward0         0.59%      12.748ms         3.93%      84.933ms     100.157us       0.000us         0.00%     334.639ms     394.621us           848  
                                           DivBackward0         0.34%       7.427ms         2.51%      54.286ms      64.017us       0.000us         0.00%     300.148ms     353.948us           848  
                                           aten::conv2d         0.07%       1.549ms         3.82%      82.493ms     194.559us       0.000us         0.00%     251.158ms     592.354us           424  
                                      aten::convolution         0.21%       4.523ms         3.75%      80.944ms     190.906us       0.000us         0.00%     251.158ms     592.354us           424  
                                     aten::_convolution         0.26%       5.559ms         3.54%      76.421ms     180.238us       0.000us         0.00%     251.158ms     592.354us           424  
                                              aten::div         2.66%      57.405ms         7.08%     152.927ms      39.825us     239.936ms        11.55%     239.936ms      62.483us          3840  
                  aten::fused_moving_avg_obs_fake_quant         0.11%       2.479ms        25.70%     554.799ms     541.796us       0.000us         0.00%     235.577ms     230.056us          1024  
                  aten::_fused_moving_avg_obs_fq_helper         1.24%      26.855ms        25.58%     552.320ms     539.375us       6.119ms         0.29%     235.577ms     230.056us          1024  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     233.227ms        11.23%     233.227ms     137.516us          1696  
                                aten::cudnn_convolution         2.26%      48.814ms         2.78%      59.927ms     141.337us     196.578ms         9.47%     196.578ms     463.627us           424  
                                              aten::mul         1.73%      37.405ms         2.77%      59.817ms      22.056us     184.500ms         8.88%     184.500ms      68.031us          2712  
aten::_fake_quantize_per_tensor_affine_cachemask_ten...         0.31%       6.779ms         1.00%      21.598ms      36.483us     152.637ms         7.35%     152.637ms     257.833us           592  
void at::native::(anonymous namespace)::unrolled_ele...         0.00%       0.000us         0.00%       0.000us       0.000us     152.637ms         7.35%     152.637ms     257.833us           592  
void wgrad_alg0_engine<float, 128, 6, 7, 3, 3, 5, fa...         0.00%       0.000us         0.00%       0.000us       0.000us     142.532ms         6.86%     142.532ms     890.825us           160  
autograd::engine::evaluate_function: CudnnBatchNormB...         0.27%       5.732ms         1.60%      34.638ms      81.693us       0.000us         0.00%     124.012ms     292.481us           424  
