-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
    autograd::engine::evaluate_function: AddmmBackward0         0.20%       4.362ms         1.85%      40.729ms     133.977us       0.000us         0.00%     945.820ms       3.111ms           304  
                                         AddmmBackward0         0.15%       3.241ms         1.10%      24.132ms      79.382us       0.000us         0.00%     918.045ms       3.020ms           304  
                                               aten::mm         0.42%       9.303ms         0.72%      15.924ms      26.191us     918.045ms        42.53%     918.045ms       1.510ms           608  
                                           aten::linear         0.11%       2.311ms         1.08%      23.674ms      77.875us       0.000us         0.00%     484.584ms       1.594ms           304  
                                            aten::addmm         0.48%      10.533ms         0.74%      16.339ms      53.747us     484.584ms        22.45%     484.584ms       1.594ms           304  
                                 sgemm_128x128x8_NT_vec         0.00%       0.000us         0.00%       0.000us       0.000us     456.974ms        21.17%     456.974ms       1.503ms           304  
                                 sgemm_128x128x8_NN_vec         0.00%       0.000us         0.00%       0.000us       0.000us     293.067ms        13.58%     293.067ms     990.091us           296  
                                 sgemm_128x128x8_TN_vec         0.00%       0.000us         0.00%       0.000us       0.000us     205.150ms         9.50%     205.150ms       2.137ms            96  
                                     sgemm_128x128x8_NN         0.00%       0.000us         0.00%       0.000us       0.000us     181.616ms         8.41%     181.616ms      22.702ms             8  
                                              aten::bmm         0.22%       4.821ms         0.32%       6.972ms      24.208us     167.290ms         7.75%     167.290ms     580.868us           288  
                                     sgemm_128x128x8_TN         0.00%       0.000us         0.00%       0.000us       0.000us     145.296ms         6.73%     145.296ms      18.162ms             8  
                                maxwell_sgemm_128x64_nt         0.00%       0.000us         0.00%       0.000us       0.000us     137.660ms         6.38%     137.660ms     465.068us           296  
      autograd::engine::evaluate_function: BmmBackward0         0.04%     876.000us         0.30%       6.581ms      68.552us       0.000us         0.00%     108.612ms       1.131ms            96  
                                           BmmBackward0         0.03%     768.000us         0.26%       5.705ms      59.427us       0.000us         0.00%     108.612ms       1.131ms            96  
                               Optimizer.step#Adam.step         2.64%      57.993ms         8.49%     186.713ms      23.339ms       0.000us         0.00%      96.470ms      12.059ms             8  
                                      aten::masked_fill         0.03%     730.000us         0.28%       6.216ms      64.750us       0.000us         0.00%      83.287ms     867.573us            96  
                                           aten::matmul         0.06%       1.227ms         0.55%      12.157ms     126.635us       0.000us         0.00%      70.162ms     730.854us            96  
                                            aten::clone         0.11%       2.384ms         0.77%      16.934ms      35.279us       0.000us         0.00%      69.453ms     144.694us           480  
                                            aten::copy_         0.31%       6.755ms         0.54%      11.956ms       9.058us      69.453ms         3.22%      69.453ms      52.616us          1320  
