-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
autograd::engine::evaluate_function: ConvolutionBack...         2.28%      42.015ms        41.86%     772.295ms     232.060us       0.000us         0.00%     246.454ms      74.055us          3328  
                                   ConvolutionBackward0         0.92%      17.025ms        38.49%     710.014ms     213.346us       0.000us         0.00%     245.010ms      73.621us          3328  
                             aten::convolution_backward        22.42%     413.581ms        37.56%     692.989ms     208.230us     227.676ms        59.71%     245.010ms      73.621us          3328  
                                           aten::conv2d         0.55%      10.220ms        25.03%     461.796ms     138.761us       0.000us         0.00%      71.888ms      21.601us          3328  
                                      aten::convolution         1.53%      28.140ms        24.48%     451.576ms     135.690us       0.000us         0.00%      71.888ms      21.601us          3328  
                                     aten::_convolution         1.98%      36.457ms        22.95%     423.436ms     127.234us       0.000us         0.00%      71.888ms      21.601us          3328  
                                aten::cudnn_convolution        13.24%     244.285ms        16.65%     307.073ms      92.270us      59.888ms        15.71%      59.888ms      17.995us          3328  
void cudnn::detail::dgrad_engine<float, 512, 6, 5, 3...         0.00%       0.000us         0.00%       0.000us       0.000us      54.711ms        14.35%      54.711ms      26.714us          2048  
void wgrad_alg0_engine<float, 128, 6, 7, 3, 3, 5, fa...         0.00%       0.000us         0.00%       0.000us       0.000us      44.927ms        11.78%      44.927ms      38.999us          1152  
void wgrad_alg0_engine<float, 512, 6, 5, 3, 3, 3, fa...         0.00%       0.000us         0.00%       0.000us       0.000us      26.557ms         6.96%      26.557ms      34.579us           768  
void wgrad_alg0_engine<float, 128, 5, 5, 3, 3, 3, fa...         0.00%       0.000us         0.00%       0.000us       0.000us      25.322ms         6.64%      25.322ms      39.566us           640  
                                             aten::add_         5.68%     104.784ms        10.26%     189.356ms      16.859us      23.574ms         6.18%      23.574ms       2.099us         11232  
void cudnn::detail::dgrad_alg1_engine<float, 128, 5,...         0.00%       0.000us         0.00%       0.000us       0.000us      20.747ms         5.44%      20.747ms      32.417us           640  
                                              aten::sum         4.13%      76.234ms         5.98%     110.278ms      33.136us      17.334ms         4.55%      17.334ms       5.209us          3328  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us      17.334ms         4.55%      17.334ms       5.209us          3328  
                                maxwell_sgemm_128x32_nn         0.00%       0.000us         0.00%       0.000us       0.000us      16.754ms         4.39%      16.754ms      13.089us          1280  
autograd::engine::evaluate_function: MaxPool2DWithIn...         0.20%       3.696ms         1.08%      19.934ms      51.911us       0.000us         0.00%      13.474ms      35.089us           384  
                          MaxPool2DWithIndicesBackward0         0.08%       1.556ms         0.88%      16.238ms      42.286us       0.000us         0.00%      13.474ms      35.089us           384  
