-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
autograd::engine::evaluate_function: ConvolutionBack...         0.01%       1.909ms         0.61%      78.391ms     515.730us       0.000us         0.00%        6.795s      44.704ms           152  
                                   ConvolutionBackward0         0.01%     798.000us         0.60%      76.482ms     503.171us       0.000us         0.00%        6.795s      44.704ms           152  
                             aten::convolution_backward         0.46%      58.408ms         0.59%      75.684ms     497.921us        6.710s        52.60%        6.795s      44.704ms           152  
                                           aten::conv2d         0.01%       1.904ms         0.73%      93.360ms     307.105us       0.000us         0.00%        5.591s      18.392ms           304  
                                      aten::convolution         0.01%       1.541ms         0.31%      39.518ms     259.987us       0.000us         0.00%        2.793s      18.378ms           152  
                                     aten::_convolution         0.01%       1.858ms         0.30%      37.977ms     249.849us       0.000us         0.00%        2.793s      18.378ms           152  
                                aten::cudnn_convolution         0.22%      27.687ms         0.25%      32.110ms     211.250us        2.587s        20.28%        2.587s      17.019ms           152  
maxwell_fp16_scudnn_fp16_128x64_stridedB_small_nn_v0...         0.00%       0.000us         0.00%       0.000us       0.000us        2.428s        19.04%        2.428s      18.972ms           128  
autograd::engine::evaluate_function: UpsampleBilinea...         0.00%     229.000us         0.01%       1.754ms      54.812us       0.000us         0.00%        1.886s      58.928ms            32  
                            UpsampleBilinear2DBackward1         0.00%     109.000us         0.01%       1.525ms      47.656us       0.000us         0.00%        1.886s      58.928ms            32  
                     aten::upsample_bilinear2d_backward         0.00%     596.000us         0.01%       1.416ms      44.250us        1.883s        14.76%        1.886s      58.928ms            32  
void at::native::(anonymous namespace)::upsample_bil...         0.00%       0.000us         0.00%       0.000us       0.000us        1.883s        14.76%        1.883s      58.856ms            32  
       maxwell_fp16_scudnn_fp16_128x32_relu_small_nn_v0         0.00%       0.000us         0.00%       0.000us       0.000us        1.613s        12.65%        1.613s      22.409ms            72  
void cudnn::cnn::wgrad_alg1_engine<__half, float, 12...         0.00%       0.000us         0.00%       0.000us       0.000us        1.051s         8.24%        1.051s     131.388ms             8  
maxwell_fp16_scudnn_fp16_128x64_stridedB_splitK_larg...         0.00%       0.000us         0.00%       0.000us       0.000us     977.835ms         7.67%     977.835ms      17.461ms            56  
void cudnn::cnn::wgrad_alg1_engine<__half, float, 12...         0.00%       0.000us         0.00%       0.000us       0.000us     877.529ms         6.88%     877.529ms      36.564ms            24  
maxwell_fp16_scudnn_fp16_128x64_stridedB_splitK_medi...         0.00%       0.000us         0.00%       0.000us       0.000us     698.477ms         5.48%     698.477ms      17.462ms            40  
