-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
autograd::engine::evaluate_function: ConvolutionBack...         0.97%       7.710ms        15.21%     121.352ms     187.272us       0.000us         0.00%     415.820ms     641.698us           648  
                                   ConvolutionBackward0         0.43%       3.425ms        14.03%     111.996ms     172.833us       0.000us         0.00%     414.475ms     639.622us           648  
                             aten::convolution_backward         8.93%      71.226ms        13.61%     108.571ms     167.548us     412.900ms        48.41%     414.475ms     639.622us           648  
                                           aten::conv2d         0.27%       2.128ms         9.80%      78.218ms     120.707us       0.000us         0.00%     109.564ms     169.080us           648  
                                      aten::convolution         0.81%       6.487ms         9.54%      76.090ms     117.423us       0.000us         0.00%     109.564ms     169.080us           648  
                                     aten::_convolution         0.67%       5.364ms         8.72%      69.603ms     107.412us       0.000us         0.00%     109.564ms     169.080us           648  
void at::native::(anonymous namespace)::conv_depthwi...         0.00%       0.000us         0.00%       0.000us       0.000us     106.804ms        12.52%     106.804ms     834.406us           128  
autograd::engine::evaluate_function: CudnnBatchNormB...         0.56%       4.490ms         3.65%      29.089ms      74.207us       0.000us         0.00%      82.057ms     209.329us           392  
                                CudnnBatchNormBackward0         0.20%       1.627ms         3.08%      24.599ms      62.753us       0.000us         0.00%      82.057ms     209.329us           392  
                        aten::cudnn_batch_norm_backward         1.49%      11.861ms         2.88%      22.972ms      58.602us      82.057ms         9.62%      82.057ms     209.329us           392  
                                aten::_conv_depthwise2d         0.17%       1.346ms         0.49%       3.906ms      30.516us      72.665ms         8.52%      72.665ms     567.695us           128  
                                            aten::silu_         0.68%       5.444ms         2.94%      23.442ms      59.801us      27.803ms         3.26%      55.410ms     141.352us           392  
                                       aten::batch_norm         0.11%     871.000us         4.17%      33.312ms      84.980us       0.000us         0.00%      49.618ms     126.577us           392  
                           aten::_batch_norm_impl_index         0.16%       1.297ms         4.07%      32.441ms      82.758us       0.000us         0.00%      49.618ms     126.577us           392  
                                 aten::cudnn_batch_norm         2.03%      16.209ms         3.90%      31.144ms      79.449us      49.618ms         5.82%      49.618ms     126.577us           392  
     autograd::engine::evaluate_function: SiluBackward0         0.37%       2.924ms         1.51%      12.015ms      30.651us       0.000us         0.00%      41.429ms     105.686us           392  
                                          SiluBackward0         0.15%       1.174ms         1.14%       9.091ms      23.191us       0.000us         0.00%      41.429ms     105.686us           392  
                                    aten::silu_backward         0.61%       4.896ms         0.99%       7.917ms      20.196us      41.429ms         4.86%      41.429ms     105.686us           392  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      41.429ms         4.86%      41.429ms     105.686us           392  
