-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
autograd::engine::evaluate_function: ConvolutionBack...         0.36%      14.670ms        19.61%     807.471ms     720.956us       0.000us         0.00%        2.159s       1.928ms          1120  
                                   ConvolutionBackward0         0.16%       6.502ms        18.53%     762.803ms     681.074us       0.000us         0.00%        2.095s       1.871ms          1120  
                             aten::convolution_backward         5.07%     208.645ms        18.37%     756.301ms     675.269us        2.091s        47.12%        2.095s       1.871ms          1120  
                                           aten::conv2d         0.09%       3.633ms         4.59%     189.061ms     168.804us       0.000us         0.00%     939.512ms     838.850us          1120  
                                      aten::convolution         0.27%      11.012ms         4.50%     185.428ms     165.561us       0.000us         0.00%     939.512ms     838.850us          1120  
                                     aten::_convolution         0.22%       9.045ms         4.24%     174.416ms     155.729us       0.000us         0.00%     939.512ms     838.850us          1120  
                                aten::cudnn_convolution         2.63%     108.277ms         3.76%     154.697ms     138.122us     938.199ms        21.14%     938.199ms     837.678us          1120  
void wgrad_alg0_engine<float, 128, 5, 5, 3, 3, 3, fa...         0.00%       0.000us         0.00%       0.000us       0.000us     529.111ms        11.92%     529.111ms     187.895us          2816  
maxwell_scudnn_128x64_stridedB_splitK_interior_nn_v0...         0.00%       0.000us         0.00%       0.000us       0.000us     479.631ms        10.81%     479.631ms       1.713ms           280  
autograd::engine::evaluate_function: CudnnBatchNormB...         0.21%       8.703ms         1.90%      78.033ms     113.420us       0.000us         0.00%     402.206ms     584.602us           688  
                                CudnnBatchNormBackward0         0.08%       3.258ms         1.68%      69.330ms     100.770us       0.000us         0.00%     402.206ms     584.602us           688  
                        aten::cudnn_batch_norm_backward         0.54%      22.275ms         1.60%      66.072ms      96.035us     402.206ms         9.06%     402.206ms     584.602us           688  
void cudnn::ops::genericTranspose_kernel<float, floa...         0.00%       0.000us         0.00%       0.000us       0.000us     327.213ms         7.37%     327.213ms     524.380us           624  
             maxwell_scudnn_128x64_stridedB_small_nn_v0         0.00%       0.000us         0.00%       0.000us       0.000us     304.863ms         6.87%     304.863ms     719.017us           424  
void cudnn::bn_bw_1C11_kernel_new<float, float, floa...         0.00%       0.000us         0.00%       0.000us       0.000us     270.992ms         6.11%     270.992ms     477.099us           568  
                                       aten::batch_norm         0.04%       1.502ms         1.46%      59.977ms      87.176us       0.000us         0.00%     238.888ms     347.221us           688  
                           aten::_batch_norm_impl_index         0.05%       2.202ms         1.42%      58.475ms      84.993us       0.000us         0.00%     238.888ms     347.221us           688  
                                 aten::cudnn_batch_norm         0.70%      28.712ms         1.37%      56.273ms      81.792us     238.888ms         5.38%     238.888ms     347.221us           688  
