-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                               Optimizer.step#Adam.step         2.92%       7.945ms        27.39%      74.626ms       9.328ms       0.000us         0.00%     151.273ms      18.909ms             8  
                                             aten::add_         1.84%       5.003ms        10.72%      29.202ms      52.902us      62.275ms        22.37%      62.275ms     112.817us           552  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      45.658ms        16.40%      45.658ms     114.145us           400  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      45.117ms        16.20%      45.117ms     176.238us           256  
autograd::engine::evaluate_function: ConvolutionBack...         0.26%     720.000us         7.46%      20.315ms     507.875us       0.000us         0.00%      34.443ms     861.075us            40  
                                   ConvolutionBackward0         0.18%     479.000us         7.19%      19.595ms     489.875us       0.000us         0.00%      34.443ms     861.075us            40  
                             aten::convolution_backward         3.42%       9.320ms         7.02%      19.116ms     477.900us      32.848ms        11.80%      34.443ms     861.075us            40  
                                             aten::mul_         0.77%       2.088ms         4.49%      12.231ms      47.777us      30.454ms        10.94%      30.454ms     118.961us           256  
                                         aten::addcdiv_         0.39%       1.064ms         3.27%       8.898ms      69.516us      30.097ms        10.81%      30.097ms     235.133us           128  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      30.097ms        10.81%      30.097ms     235.133us           128  
autograd::engine::evaluate_function: torch::autograd...         0.37%       1.016ms         3.66%       9.980ms      77.969us       0.000us         0.00%      22.543ms     176.117us           128  
                        torch::autograd::AccumulateGrad         0.37%       1.000ms         3.29%       8.964ms      70.031us       0.000us         0.00%      22.543ms     176.117us           128  
                                         aten::addcmul_         0.39%       1.054ms         2.81%       7.662ms      59.859us      22.536ms         8.09%      22.536ms     176.062us           128  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      22.536ms         8.09%      22.536ms     176.062us           128  
                                           aten::conv2d         0.05%     132.000us         3.38%       9.212ms     230.300us       0.000us         0.00%      19.747ms     493.675us            40  
                                      aten::convolution         0.13%     357.000us         3.33%       9.080ms     227.000us       0.000us         0.00%      19.747ms     493.675us            40  
                                     aten::_convolution         0.16%     432.000us         3.20%       8.723ms     218.075us       0.000us         0.00%      19.747ms     493.675us            40  
                                aten::cudnn_convolution         1.37%       3.735ms         2.46%       6.690ms     167.250us      17.758ms         6.38%      17.758ms     443.950us            40  
    autograd::engine::evaluate_function: AddmmBackward0         0.23%     631.000us         1.63%       4.439ms     184.958us       0.000us         0.00%      17.172ms     715.500us            24  
