-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
autograd::engine::evaluate_function: ConvolutionBack...         0.11%      16.936ms         2.59%     385.957ms     482.446us       0.000us         0.00%        8.899s      11.123ms           800  
                                   ConvolutionBackward0         0.06%       9.673ms         2.47%     369.021ms     461.276us       0.000us         0.00%        8.899s      11.123ms           800  
                             aten::convolution_backward         1.63%     242.699ms         2.41%     359.348ms     449.185us        8.899s        59.71%        8.899s      11.123ms           800  
                                      aten::convolution         0.05%       6.774ms         0.74%     110.805ms     138.506us       0.000us         0.00%        4.163s       5.203ms           800  
                                     aten::_convolution         0.03%       5.003ms         0.70%     104.031ms     130.039us       0.000us         0.00%        4.163s       5.203ms           800  
void cudnn::detail::dgrad_engine<float, 512, 6, 5, 3...         0.00%       0.000us         0.00%       0.000us       0.000us        4.129s        27.71%        4.129s      12.904ms           320  
    maxwell_scudnn_128x128_stridedB_splitK_medium_nn_v0         0.00%       0.000us         0.00%       0.000us       0.000us        2.492s        16.72%        2.492s       4.792ms           520  
        maxwell_scudnn_128x128_3dconv_fprop_small_nn_v0         0.00%       0.000us         0.00%       0.000us       0.000us        2.363s        15.85%        2.363s       4.922ms           480  
                                 aten::conv_transpose2d         0.01%     828.000us         0.18%      27.277ms     136.385us       0.000us         0.00%        2.114s      10.568ms           200  
                      aten::cudnn_convolution_transpose         0.11%      17.083ms         0.16%      23.659ms     118.295us        2.114s        14.18%        2.114s      10.568ms           200  
                                           aten::conv2d         0.01%       1.845ms         0.58%      86.201ms     143.668us       0.000us         0.00%        2.049s       3.415ms           600  
                                aten::cudnn_convolution         0.38%      57.409ms         0.50%      75.369ms     125.615us        2.049s        13.75%        2.049s       3.415ms           600  
                                maxwell_gcgemm_64x64_nt         0.00%       0.000us         0.00%       0.000us       0.000us        1.587s        10.65%        1.587s       9.922ms           160  
autograd::engine::evaluate_function: CudnnBatchNormB...         0.09%      12.995ms         0.59%      87.802ms     168.850us       0.000us         0.00%     532.392ms       1.024ms           520  
                                CudnnBatchNormBackward0         0.03%       4.938ms         0.50%      74.807ms     143.860us       0.000us         0.00%     532.392ms       1.024ms           520  
                        aten::cudnn_batch_norm_backward         0.22%      32.684ms         0.47%      69.869ms     134.363us     532.392ms         3.57%     532.392ms       1.024ms           520  
void fft2d_c2r_32x32<float, false, false, 1u, false,...         0.00%       0.000us         0.00%       0.000us       0.000us     483.155ms         3.24%     483.155ms       3.020ms           160  
void fft2d_r2c_32x32<float, false, 1u, false>(float2...         0.00%       0.000us         0.00%       0.000us       0.000us     378.577ms         2.54%     378.577ms       1.183ms           320  
