-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
autograd::engine::evaluate_function: ConvolutionBack...         0.13%       5.439ms        28.02%        1.205s       3.862ms       0.000us         0.00%        2.449s       7.849ms           312  
                                   ConvolutionBackward0         0.05%       1.978ms        25.19%        1.083s       3.472ms       0.000us         0.00%        2.361s       7.568ms           312  
                             aten::convolution_backward         1.23%      53.026ms        25.14%        1.081s       3.465ms        2.361s        54.56%        2.361s       7.568ms           312  
                                           aten::conv2d         0.02%     963.000us         7.57%     325.403ms       1.043ms       0.000us         0.00%     840.366ms       2.693ms           312  
                                      aten::convolution         0.07%       2.838ms         7.54%     324.440ms       1.040ms       0.000us         0.00%     840.366ms       2.693ms           312  
                                     aten::_convolution         0.04%       1.792ms         7.48%     321.602ms       1.031ms       0.000us         0.00%     840.366ms       2.693ms           312  
                                aten::cudnn_convolution         0.71%      30.653ms         7.44%     319.810ms       1.025ms     840.366ms        19.42%     840.366ms       2.693ms           312  
    maxwell_scudnn_128x128_stridedB_splitK_medium_nn_v0         0.00%       0.000us         0.00%       0.000us       0.000us     617.816ms        14.27%     617.816ms      12.871ms            48  
autograd::engine::evaluate_function: CudnnBatchNormB...         0.10%       4.278ms         2.30%      99.076ms     317.551us       0.000us         0.00%     307.226ms     984.699us           312  
                                CudnnBatchNormBackward0         0.04%       1.573ms         2.20%      94.798ms     303.840us       0.000us         0.00%     307.226ms     984.699us           312  
                        aten::cudnn_batch_norm_backward         0.24%      10.371ms         2.17%      93.225ms     298.798us     307.226ms         7.10%     307.226ms     984.699us           312  
             maxwell_scudnn_128x64_stridedB_small_nn_v0         0.00%       0.000us         0.00%       0.000us       0.000us     253.501ms         5.86%     253.501ms       6.338ms            40  
                                 maxwell_sgemm_64x64_nt         0.00%       0.000us         0.00%       0.000us       0.000us     212.029ms         4.90%     212.029ms     981.616us           216  
                                       aten::batch_norm         0.01%     604.000us         1.63%      69.953ms     224.208us       0.000us         0.00%     186.694ms     598.378us           312  
                           aten::_batch_norm_impl_index         0.02%     955.000us         1.61%      69.349ms     222.272us       0.000us         0.00%     186.694ms     598.378us           312  
                                 aten::cudnn_batch_norm         0.27%      11.675ms         1.59%      68.394ms     219.212us     186.694ms         4.31%     186.694ms     598.378us           312  
                                maxwell_sgemm_32x128_nt         0.00%       0.000us         0.00%       0.000us       0.000us     173.281ms         4.00%     173.281ms       1.274ms           136  
     autograd::engine::evaluate_function: ReluBackward0         0.05%       2.349ms         1.63%      70.113ms     224.721us       0.000us         0.00%     171.486ms     549.635us           312  
