-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
autograd::engine::evaluate_function: ConvolutionBack...         0.88%      16.433ms        17.83%     334.694ms     348.640us       0.000us         0.00%     424.394ms     442.077us           960  
                                   ConvolutionBackward0         0.46%       8.571ms        16.95%     318.261ms     331.522us       0.000us         0.00%     424.394ms     442.077us           960  
                             aten::convolution_backward        11.72%     220.021ms        16.50%     309.690ms     322.594us     423.836ms        37.44%     424.394ms     442.077us           960  
                                           aten::conv2d         0.15%       2.908ms         6.25%     117.361ms     122.251us       0.000us         0.00%     140.228ms     146.071us           960  
                                      aten::convolution         0.43%       7.987ms         6.10%     114.453ms     119.222us       0.000us         0.00%     140.228ms     146.071us           960  
                                     aten::_convolution         0.30%       5.636ms         5.67%     106.466ms     110.902us       0.000us         0.00%     140.228ms     146.071us           960  
                                aten::cudnn_convolution         4.36%      81.843ms         5.37%     100.830ms     105.031us     140.228ms        12.39%     140.228ms     146.071us           960  
autograd::engine::evaluate_function: CudnnBatchNormB...         1.01%      18.979ms         6.21%     116.643ms     120.499us       0.000us         0.00%     138.963ms     143.557us           968  
                                CudnnBatchNormBackward0         0.35%       6.578ms         5.20%      97.664ms     100.893us       0.000us         0.00%     138.963ms     143.557us           968  
                        aten::cudnn_batch_norm_backward         2.38%      44.606ms         4.85%      91.086ms      94.097us     138.963ms        12.28%     138.963ms     143.557us           968  
void wgrad_alg0_engine<float, 128, 6, 7, 3, 3, 5, fa...         0.00%       0.000us         0.00%       0.000us       0.000us      99.247ms         8.77%      99.247ms     253.181us           392  
                                       aten::batch_norm         0.10%       1.924ms         4.01%      75.330ms      77.820us       0.000us         0.00%      92.678ms      95.742us           968  
                           aten::_batch_norm_impl_index         0.15%       2.816ms         3.91%      73.406ms      75.833us       0.000us         0.00%      92.678ms      95.742us           968  
                                 aten::cudnn_batch_norm         1.83%      34.426ms         3.76%      70.590ms      72.924us      92.678ms         8.19%      92.678ms      95.742us           968  
     autograd::engine::evaluate_function: ReluBackward0         0.56%      10.555ms         2.73%      51.178ms      52.870us       0.000us         0.00%      92.119ms      95.164us           968  
                                          ReluBackward0         0.37%       6.980ms         2.16%      40.623ms      41.966us       0.000us         0.00%      92.119ms      95.164us           968  
                               aten::threshold_backward         1.18%      22.104ms         1.79%      33.643ms      34.755us      92.119ms         8.14%      92.119ms      95.164us           968  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      92.119ms         8.14%      92.119ms      95.164us           968  
             maxwell_scudnn_128x64_stridedB_small_nn_v0         0.00%       0.000us         0.00%       0.000us       0.000us      71.643ms         6.33%      71.643ms     179.107us           400  
