-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
autograd::engine::evaluate_function: ConvolutionBack...         1.01%       8.972ms        13.14%     116.613ms     260.297us       0.000us         0.00%      21.364ms      47.688us           448  
                                   ConvolutionBackward0         0.48%       4.236ms        12.04%     106.861ms     238.529us       0.000us         0.00%      21.306ms      47.558us           448  
                             aten::convolution_backward         7.41%      65.794ms        11.56%     102.625ms     229.074us      21.306ms        32.73%      21.306ms      47.558us           448  
                               Optimizer.step#Adam.step        14.18%     125.865ms        47.54%     421.861ms      52.733ms       0.000us         0.00%      20.135ms       2.517ms             8  
void wgrad_alg0_engine<float, 128, 6, 7, 3, 3, 5, fa...         0.00%       0.000us         0.00%       0.000us       0.000us       9.456ms        14.53%       9.456ms      32.833us           288  
                                             aten::add_         8.38%      74.406ms        16.08%     142.726ms      24.240us       7.659ms        11.76%       7.659ms       1.301us          5888  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       6.535ms        10.04%       6.535ms       1.595us          4096  
                                           aten::conv2d         0.20%       1.750ms         5.48%      48.640ms     108.571us       0.000us         0.00%       5.576ms      12.446us           448  
                                      aten::convolution         0.55%       4.911ms         5.28%      46.890ms     104.665us       0.000us         0.00%       5.576ms      12.446us           448  
                                     aten::_convolution         0.41%       3.671ms         4.73%      41.979ms      93.703us       0.000us         0.00%       5.576ms      12.446us           448  
void cudnn::detail::dgrad_alg1_engine<float, 128, 5,...         0.00%       0.000us         0.00%       0.000us       0.000us       5.408ms         8.31%       5.408ms      25.037us           216  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       5.174ms         7.95%       5.174ms       1.886us          2744  
                                aten::cudnn_convolution         2.96%      26.230ms         3.66%      32.514ms     109.845us       4.726ms         7.26%       4.726ms      15.966us           296  
                                             aten::mul_         3.83%      34.018ms         6.94%      61.554ms      22.630us       4.667ms         7.17%       4.667ms       1.716us          2720  
                                       aten::batch_norm         0.14%       1.240ms         5.36%      47.566ms     106.174us       0.000us         0.00%       4.414ms       9.853us           448  
                           aten::_batch_norm_impl_index         0.21%       1.821ms         5.22%      46.326ms     103.406us       0.000us         0.00%       4.414ms       9.853us           448  
                                 aten::cudnn_batch_norm         2.40%      21.320ms         5.01%      44.505ms      99.342us       4.414ms         6.78%       4.414ms       9.853us           448  
autograd::engine::evaluate_function: CudnnBatchNormB...         1.07%       9.527ms         6.92%      61.400ms     137.054us       0.000us         0.00%       4.385ms       9.788us           448  
                                CudnnBatchNormBackward0         0.38%       3.373ms         5.85%      51.873ms     115.788us       0.000us         0.00%       4.385ms       9.788us           448  
